UserID: 1108635067665875064 | 2025-04-28 16:36:43 | Stars: 5 | Message: "TEST"
UserID: 1108635067665875064 | 2025-04-28 16:46:38 | Stars: 4 | Message: "testtt"
UserID: 1108635067665875064 | 2025-04-28 16:46:57 | Stars: 2 | Message: "test"
UserID: 1108635067665875064 | 2025-04-28 16:46:59 | Stars: 2 | Message: "test"
UserID: 1108635067665875064 | 2025-04-28 16:47:02 | Stars: 2 | Message: "test"
UserID: 1108635067665875064 | 2025-04-28 16:51:26 | Stars: 5 | Message: "test"
UserID: 1108635067665875064 | 2025-04-28 17:11:34 | Stars: 5 | Message: "test"
UserID: 1287436496508293162 | 2025-04-28 17:16:12 | Stars: 5 | Message: "mmm"
UserID: 1108635067665875064 | 2025-04-28 17:24:12 | Stars: 5 | Message: "loda"
UserID: 1287436496508293162 | 2025-04-28 17:24:25 | Stars: 1 | Message: "nigga"
UserID: 1362880631989862697 | 2025-04-29 08:56:58 | Stars: 3 | Message: "hehe"
UserID: 1108635067665875064 | 2025-04-30 04:33:35 | Stars: 5 | Message: "hi"
UserID: 1108635067665875064 | 2025-04-30 04:37:50 | Stars: 5 | Message: "hi"
UserID: 1108635067665875064 | 2025-04-30 04:52:30 | Stars: 5 | Message: "hi"
UserID: 1108635067665875064 | 2025-04-30 05:03:14 | Stars: 5 | Message: "hi"
UserID: 1108635067665875064 | 2025-04-30 05:23:17 | Stars: 5 | Message: "hi"
UserID: 1108635067665875064 | 2025-04-30 05:25:04 | Stars: 5 | Message: "hi"
UserID: 1108635067665875064 | 2025-04-30 05:25:54 | Stars: 5 | Message: "hi"
UserID: 1108635067665875064 | 2025-04-30 05:48:38 | Stars: 5 | Message: "test"
UserID: 1108635067665875064 | 2025-04-30 05:52:42 | Stars: 5 | Message: "hi"
UserID: 1108635067665875064 | 2025-04-30 05:56:13 | Stars: 5 | Message: "hi"
UserID: 1108635067665875064 | 2025-04-30 05:59:52 | Stars: 5 | Message: "hi"
